Supplementary Table 3: Total identified proteins and their respective NASF before filtration steps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main.Acessions,Sample.1,Sample.2,Sample.3,Sample.4,Sample.5,Sample.6,Sample.7,Sample.8,Sample.9,Sample.10,Sample.11,Sample.12,Sample.13,Sample.14,Sample.15,Sample.16,Sample.17,Sample.18,Sample.19,Sample.20,Sample.21,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9
Groups,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control 
A0A0A0MSA6,NA,NA,NA,NA,NA,NA,0.013636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MSC8,NA,NA,NA,NA,NA,NA,NA,NA,0.000954198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MSG9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004310345,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MSI0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020987654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MSJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MSL2,NA,NA,NA,NA,0.009375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MSQ0,NA,NA,NA,0.003616637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MSV6,NA,NA,NA,0.005780347,NA,NA,0.005780347,NA,NA,0.005780347,NA,0.01734104,NA,NA,NA,0.00867052,0.005780347,0.021676301,NA,0.031310212,0.036801541,NA,NA,NA,0.01708643,NA,NA,NA,NA,0.005780347
A0A0A0MT16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000261165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MTD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005235602
A0A0A0MTQ8,NA,NA,NA,NA,NA,NA,0.001349528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A0MTS7,NA,0,NA,NA,NA,3.04E-05,NA,NA,NA,3.04E-05,6.08E-05,NA,NA,NA,3.04E-05,NA,NA,NA,NA,7.60E-05,3.04E-05,3.04E-05,4.56E-05,3.04E-05,NA,NA,NA,NA,NA,NA
A0A0A6YYG7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002309469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0B4J1U3,0.019230769,NA,0.028846154,0.038461538,0.038461538,NA,0.038461538,0.019230769,0.067307692,0.019230769,0.057692308,NA,0.038461538,NA,NA,0.028846154,NA,0.019230769,0.019230769,0.028846154,0.038461538,NA,NA,0.038461538,0.019230769,NA,NA,NA,NA,NA
A0A0B4J1V1,0.003921569,NA,NA,0.011764706,0.001960784,NA,NA,0.002941176,NA,NA,0.002521008,NA,0.011204482,0.007843137,NA,0.017742087,0.011764706,0.003921569,0.005882353,0.007058824,NA,NA,NA,0.011764706,0.002941176,NA,0.011764706,NA,0.011764706,0.017647059
A0A0B4J1X8,NA,0.021186441,NA,NA,NA,NA,NA,NA,NA,NA,0.019067797,NA,NA,NA,NA,0.016949153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0B4J1Y4,NA,NA,NA,0.039215686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0B4J1Y8,NA,NA,NA,NA,NA,NA,NA,0.02739726,NA,NA,NA,NA,0.02739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01369863,NA,NA,0.01369863,NA,0.01369863
A0A0B4J216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003460208,NA,NA,NA,NA,NA,NA,NA
A0A0B4J231,0.032763227,0.030842754,0.036543136,0.053028102,0.038630917,0.02396722,0.039223611,0.051193068,0.04007327,0.024092691,0.016092244,0.018317132,0.023282113,0.021177122,0.023836531,0.023902672,0.020143096,0.027651485,0.023529035,0.015215405,0.046103063,0.035288643,0.02242285,0.039632741,0.018387206,0.019848528,0.030141019,0.03213209,0.024815168,0.021263314
A0A0B4J259,NA,NA,0.00729927,0.00729927,0.00729927,0.00729927,0.00729927,NA,0.00729927,NA,0.00729927,0.00729927,0.00729927,0.018248175,0.01459854,0.008515815,0.00729927,0.00729927,0.00729927,0.00729927,0.016423358,NA,NA,NA,0.00729927,NA,NA,NA,NA,NA
A0A0B4J269,NA,NA,NA,0.003184713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0B4J278,NA,0.025316456,NA,NA,0.030590717,NA,NA,0.018987342,NA,NA,NA,NA,NA,NA,NA,0.042194093,NA,0.042194093,NA,NA,NA,NA,0.025316456,0.03164557,0.018987342,NA,0.03164557,NA,NA,NA
A0A0B4J2B5,0.012471655,0.005797774,0.003374391,0.010345805,0.006552825,0.004429131,0.012755102,0.006477243,0.010289116,0.005187075,0.004376417,0.008585602,0.007270408,0.007323554,0.003826531,0.003660512,0.005119484,0.006377551,0.007197522,0.005569728,0.005952381,0.008786848,0.010204082,0.019387755,0.012755102,0.00255102,0.025510204,0.021258503,0.007653061,0.013605442
A0A0B4J2D9,NA,NA,NA,NA,0.039518931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040559541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0B4J2H0,NA,0.025641026,0.008547009,NA,NA,NA,NA,NA,NA,NA,0.002830503,NA,NA,NA,0.011396011,0.008547009,NA,0.008547009,NA,NA,NA,0.017243062,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DFM0,0.00621118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DFS8,NA,NA,NA,0.003039514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DFY8,NA,NA,0.009174312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DG17,NA,NA,NA,0.014254386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DG33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DGB6,0.008429097,0.009239532,0.007157727,0.008498544,0.006554568,0.006917366,0.010364047,0.01137161,0.010718876,0.00611962,0.009842765,0.004277042,0.012335391,0.013243466,0.008075415,0.012085116,0.009675659,0.007884753,0.008115885,0.010367095,0.005957576,0.008920096,0.0094131,0.006350933,0.005823689,0.006192749,0.006621427,0.006359002,0.006875138,0.009186336
A0A0C4DGC5,NA,NA,NA,0.003846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DGG7,0.009259259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DGL8,0.051954916,0.047175525,0.025190342,0.040433177,0.045337365,0.056363032,0.030379662,0.038127781,0.032132455,0.02892943,0.029390291,0.024946156,0.030247121,0.032539452,0.032462177,0.022534068,0.022086875,0.019841097,0.009870726,0.014143806,0.024634996,0.058965552,0.029710415,0.012421384,0.042541425,0.014465409,0.071981132,0.027506947,0.041243518,0.070693209
A0A0C4DGN2,NA,0.006726457,NA,0.013452915,NA,NA,NA,NA,NA,NA,0.00896861,NA,NA,NA,NA,NA,NA,NA,0.006726457,NA,0.00896861,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DGN4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017123288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DGZ8,NA,NA,NA,NA,NA,NA,NA,0.002673797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001336898,NA,0.005347594,0.002673797,0.002673797,NA,NA,0.00802139,0.004010695,NA,NA,NA,NA
A0A0C4DH29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009049774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DH30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010909039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DH32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011108952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DH38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01532567,NA,NA,NA,NA,NA
A0A0C4DH55,NA,NA,NA,NA,0.022727273,0.092354047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0C4DH68,0.050747863,0.089972527,0.04284188,0.034071484,0.078868362,0.070116409,0.032051282,NA,NA,0.03998779,0.053042328,0.054583451,0.065384615,0.05546398,0.041025641,0.047542735,NA,NA,0.043290481,NA,0.051709402,NA,NA,NA,0.032722833,0.021292548,NA,NA,NA,NA
A0A0C4DH72,0.047612523,NA,0.025087442,0.039319235,NA,0.047499509,0.013714069,NA,NA,0.02685848,0.015860996,0.034284082,0.038314058,NA,0.042048314,NA,NA,NA,NA,0.050677084,NA,0.018779594,NA,NA,0.055268247,0.015679443,NA,NA,NA,NA
A0A0C5B5G6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0D3S2Q0,0.279411765,0.191176471,0.161764706,0.264705882,NA,0.205882353,0.176470588,NA,0.279411765,NA,0.367647059,0.176470588,0.169117647,0.220588235,0.161764706,0.220588235,0.235294118,0.139705882,NA,0.235294118,0.161764706,0.269607843,0.411764706,0.382352941,0.191176471,0.264705882,0.205882353,0.161764706,0.220588235,0.095588235
A0A0D9SEU0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.012987013,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0D9SFB0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0D9SGG1,0.005649718,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008474576,0.011299435,NA,NA,0.005649718,NA,NA,0.005649718,NA
A0A0F6MY87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0F7T8B3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015909091,NA,NA
A0A0F7T8I6,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0F7TAG7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009708738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0F7TD49,0.025,0.019404125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016904762,NA,NA,NA,0.026411483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0G2JH68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000960615,0.000960615,NA,NA,0,0.003842459,0.001440922,NA
A0A0G2JHM4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0G2JIE7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001518219,NA,NA,NA,0.001012146,NA,NA,NA,NA,NA,NA,0.001012146,NA,0.002024291,0.001417004,0.006911084,0.003036437,NA,NA,0.002024291
A0A0G2JIW1,NA,NA,NA,0.004490969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001724138,NA,NA,NA,NA,NA,NA,NA
A0A0G2JL54,0.001308901,0.001658326,0.001650116,0.00184727,0.001433558,0.002228247,0.001096686,0.001922716,0.001332234,0.001636126,0.001919201,0.001200225,0.002964444,0.001432173,0.001314607,0.002466222,0.00077587,0.001686434,0.002399651,0.00333659,0.001433558,0.001778443,0.001834026,0.0008726,0.002433027,0.003522241,0.001628557,0.001633009,0.001146846,0.001153079
A0A0G2JM16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0G2JMB2,0.020545452,0.019575401,0.041033943,0.008791216,0.022383944,0.011853406,0.015579842,0.015327673,0.008106809,0.012941844,0.011274442,NA,0.011128048,0.015405734,0.009730563,0.010393743,0.016541346,0.025776393,0.002183406,0.010443959,0.012045687,0.014595599,0.011031221,0.017392069,0.013620295,0.014489499,0.012566766,0.013137043,0.013497212,0.024921378
A0A0G2JMI3,NA,NA,NA,NA,NA,0.01322578,NA,0.02766419,NA,NA,0.009333776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009641232,NA
A0A0G2JNU3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00044405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0G2JPA8,0.016348502,0.017920663,0.026366852,0.012232316,0.022777236,0.021076634,0.02694531,0.038243255,0.028459363,0.032621349,0.02120475,0.019830531,0.015523598,0.023104518,0.025358037,0.033372464,0.025360611,0.03171326,0.030085498,0.025578764,0.022941585,0.016909595,0.009835414,0.010595779,0.022235065,0.021628682,0.015509974,0.017670666,0.012059254,0.012294926
A0A0G2JPR0,NA,NA,0.003855431,NA,0.001936577,0.00191002,NA,NA,0.002649275,NA,NA,NA,NA,NA,0.003057654,0.003000856,NA,NA,NA,0.001786651,NA,0.005537448,0.002392768,0.001089325,0.00240971,0.003437199,0.001615832,NA,0.001546956,0.001512951
A0A0G2JQJ0,NA,NA,NA,NA,NA,0.012195122,0.012195122,NA,NA,NA,0.012195122,NA,NA,0.024390244,NA,NA,NA,NA,NA,0.012195122,0.038109756,NA,0.050566642,NA,NA,NA,0.05203252,0.052845528,NA,NA
A0A0G2JRN3,NA,0.013038549,NA,NA,0.014654195,NA,NA,0.014172336,NA,NA,NA,NA,NA,NA,NA,0.012698413,NA,0.017857143,NA,NA,NA,NA,0.007653061,0.008503401,0.007936508,NA,0.011904762,NA,NA,NA
A0A0G2JRQ6,NA,NA,0.019512195,NA,0.006557754,NA,0.006097561,NA,0.007113821,NA,0.020325203,0.006097561,0.010670732,NA,0.015382483,NA,NA,0.036585366,NA,0.012195122,NA,NA,NA,NA,NA,0.006097561,NA,0.018292683,NA,0.012195122
A0A0G2JSC0,NA,0.031914894,NA,0.031914894,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021276596,NA,NA,NA,NA,NA,0.044326241,NA,NA,0.042553191,NA,NA,NA,NA,NA,NA,NA
A0A0G2JSE0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020408163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0J9YVU5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00280112,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005602241,NA,NA,NA,NA,NA,NA,0.008403361,NA
A0A0J9YVZ3,NA,NA,NA,NA,NA,NA,NA,0.000935629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0J9YWD4,NA,0.001470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0J9YWE8,NA,0.002824859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
A0A0J9YWK4,0.048484848,0.018181818,0.122727273,NA,NA,NA,0.067272727,0.036363636,NA,0.054545455,0.090909091,0.036363636,NA,0.036363636,0.018181818,NA,NA,0.045454545,0.03030303,NA,NA,NA,0.027272727,0.018181818,0.045454545,0.054545455,0.036363636,NA,0.036363636,0.036363636
A0A0J9YWL0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000620347,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0J9YWQ3,0.036720014,0.054392114,0.044217609,0.039206732,0.055363155,0.048348201,0.04520202,0.060824151,0.055485045,0.051070226,0.058472069,0.04476912,0.048505892,0.046830498,0.038388022,0.058491162,0.041991342,0.044827742,0.046892081,0.042329682,0.043103656,0.025328684,0.01323553,0.024122174,0.037818663,0.04239919,0.031024531,0.019760101,0.020514671,0.025949976
A0A0J9YWU9,0.0125,0.015432099,0.018518519,NA,0.011574074,0.008333333,NA,0.027777778,0.006448413,0.020061728,0.00617284,NA,0.005779848,0.007214506,0.008487654,0.00853588,0.00617284,0.004960317,NA,NA,NA,0.003472222,NA,0.040509259,0.009104938,0.007523148,NA,0.005555556,NA,0.038194444
A0A0J9YX90,NA,NA,NA,0.007168459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0J9YXN7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.000106112,NA,NA,NA,NA,NA,NA,NA,0.000382003,0.000636672,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0J9YXZ5,NA,NA,NA,0.002218279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0J9YY99,NA,0.002645503,0.006410256,0.004639805,0.002784561,0.004273504,NA,0.011150681,0.008547009,0.00534188,0.007478632,0.003418803,0.008547009,0.017094017,0.003357753,0.003703704,0.002442002,0.007122507,0.017094017,NA,0.003205128,0.006410256,0.002492877,0.006837607,0.002849003,0.006560204,0.002849003,0.002849003,0.012820513,0.004273504
A0A0J9YYA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0J9YYC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006756757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0K0K1H8,0.010733742,0.013029511,0.009044388,0.009440995,0.008979641,0.012253481,0.009544412,0.01029027,0.00931377,0.010402779,0.009449219,0.007008284,0.015926371,0.015292225,0.007187437,0.010255658,0.010785519,0.008899578,0.007405767,0.009819894,0.012307262,0.025999409,0.022837149,0.035620097,0.016372711,0.012434843,0.02697202,0.017478352,0.028426042,0.011697114
A0A0K0Q2Z1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006968391,NA,NA,NA,0.002155172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0K2BMD8,NA,NA,NA,NA,NA,NA,NA,0.090424316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0M3KKW6,NA,0.016129032,NA,0.008064516,0.016129032,NA,NA,0.024193548,NA,0.008797654,NA,0.029320827,0.008064516,NA,0.004032258,NA,NA,NA,NA,0.008064516,NA,0.012096774,0.008064516,NA,0.012096774,0.01344086,NA,NA,NA,NA
A0A0S2KQY6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003355705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0S2Z3X1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02739726,NA,NA,NA,NA,0.068493151,NA,NA,NA,NA,NA
A0A0S2Z428,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0S2Z465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324857737,NA,NA,NA,NA,NA,NA,NA,NA
A0A0S2Z470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003412969,NA,NA,NA,NA,NA,NA,NA,NA
A0A0S2Z495,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0S2Z4G6,0.006539235,0.002640845,NA,0.006338028,NA,0.003521127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0S2Z4L3,NA,0.006077914,0.007046615,0.005038079,NA,0.002343292,0.001757469,0.003548414,0.005272408,0.005054816,0.004363641,NA,0.001757469,0.004100762,0.007534801,0.007297682,0.001757469,0.005814294,NA,0.004703322,0.004745167,NA,0.001757469,0.001757469,0.005477446,0.002636204,NA,NA,NA,NA
A0A0U1RQQ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00591716
A0A0U1RQT9,NA,NA,NA,0.021978022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0U4DJF7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597175533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0U4DKQ8,NA,NA,NA,NA,NA,NA,0.326152254,0.308658266,NA,NA,NA,NA,NA,NA,NA,0.344760203,NA,NA,0.378521693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0U4ERW6,NA,NA,NA,NA,NA,NA,0.200998553,0.21129683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096283065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0U4EXB4,NA,NA,NA,NA,NA,NA,0.157460585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18656293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0X9SZU9,0.002604167,NA,NA,NA,0.0078125,NA,0.005208333,NA,NA,NA,NA,NA,0.002604167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0X9T0H6,NA,0.005482456,NA,NA,0.026587283,NA,0.026315789,0.024853801,0.01795125,0.010309524,NA,0.009275362,0.008865248,0.013604015,NA,NA,0.006578947,0.004385965,0.002923977,0.010103903,0.006759416,0.00877193,NA,NA,0.026315789,NA,NA,0.00877193,NA,NA
A0A0X9T0I7,NA,NA,NA,NA,NA,NA,NA,0.021126761,0.056338028,0.056338028,0.042253521,0.014084507,0.028169014,NA,NA,NA,NA,NA,0.028169014,NA,0.042253521,NA,NA,NA,0.014084507,NA,0.028169014,NA,NA,0.014084507
A0A0X9T7P6,0.019395286,NA,0.027000277,0.026067188,0.011091463,0.00435503,0.007692308,0.010301449,0.046664186,NA,0.026520807,0.025659341,NA,NA,NA,0.039423077,NA,0.021505376,NA,NA,0.016043956,NA,0.017637918,NA,0.020270685,NA,NA,NA,NA,0.015897436
A0A0X9T7V9,NA,NA,NA,0.004587156,NA,NA,NA,NA,NA,0.010564332,0.009824773,0.009647932,0.010143868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0X9T7Y9,NA,0.002666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0X9TD23,0.002311248,0.003707627,0.002824859,0.003329298,NA,0.003601695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005084746,NA,NA,0.005932203,0.006818152,NA,NA,NA,NA,NA,NA,NA
A0A0X9TD47,0.005451713,NA,0.011682243,0.01635514,0.01635514,0.005841121,NA,NA,0.009345794,0.008566978,0.00623053,0.009345794,NA,NA,NA,0.009345794,0.0096054,0.005451713,0.004672897,0.037383178,0.028037383,NA,NA,0.01032778,NA,NA,NA,NA,NA,NA
